Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,ISSN,Favorites,Rating,Physical Location,Status,Status Incompleted Reason,Status Hidden,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Not Owned Reason,Quantity,Condition,Recommended By,Date Added,User Supplied ID,User Supplied Descriptor,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Previously Owned,Up Next,Position,Uploaded Image URL,Activities
The Great Gatsby,,Gilded Pocket Edition,,,F Scott Fitzgerald,"Fitzgerald, F Scott",,,,,,Arcturus Publishing,,,2021,,,,Fiction,"This deluxe hardback pocket edition presents one of the most celebrated American novels of all time, The Great Gatsby,  with silver gilded page edges and foil-stamping.   Jay Gatsby is a mystery to Nick. On the surface he is a man of wealth and excess - throwing wild, extravagant parties that run deep into the night. But cracks begin to show in this façade as we meet Daisy Buchanan, the lady across the lake who is the object of his quiet obsession.  A paragon of the Great American Novel, The Great Gatsby is a tragic love story which perfectly captures the hollow decadence of the Jazz Age. This beautiful hardback edition makes a wonderful collectable or gift for any lovers of classic literature. ABOUT THE SERIES: Arcturus Ornate Classics are beautifully bound gift editions of iconic literary works from across history. These pocket-sized, foil-embossed hardbacks are printed using deluxe ivory paper and custom endpapers.",,,,,,,,,,,208,,,4.41 x 0.67 x 6.73 in,,,English,,,,,,9781839407581,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/04/09 15:57:40.075315952,,,,,,,,w0VNzQEACAAJ,,0,0,0,,,
The Greek Myths,,Stories of the Greek Gods and Heroes Vividly Retold,,,Robin Waterfield,"Waterfield, Robin",,,,,,Metro Books,,,2011,,,,,"The myths told by the Greeks are as important as their history for our understanding of what they believed, thought and felt, and of what they expressed in writing and visual art. Mythology was inextricably interwoven with the entire fabric of their public and private lives.",,,,,,,,,,,319,,,,,,English,,,,,,9781435132429,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/04/09 16:09:37.944113969,,,,,,,,PunfoAEACAAJ,,0,0,0,,http://images.amazon.com/images/P/1435132424.01Z.jpg,
The Greek Sophists,,,,,John M. Dillon,"Dillon, John M.",,,,,,National Geographic Books,London,2003/10/28,2003,,,,Philosophy,"By mid-5th century BC, Athens was governed by democratic rule and power turned upon the ability of the citizen to command the attention of the people, and to sway the crowds of the assembly. It was the Sophists who understood the art of rhetoric and the importance of transforming effective reasoning into persuasive public speaking. Their enquiries - into the status of women, slavery, the distinction between Greeks and barbarians, the existence of the gods, the origins of religion, and whether virtue can be taught - laid the groundwork for the insights of the next generation of thinkers such as Plato and Aristotle.For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators.",,,,,,,,,,,464,,,5.04 x 1.14 x 7.87 in,,,English,,183.1,,,,9780140436891,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/07/12 09:07:18.343104004,,,,,,,,1YCMEAAAQBAJ,,0,0,0,,,
The Green Witch,,"Your Complete Guide to the Natural Magic of Herbs, Flowers, Essential Oils, and More",,,Arin Murphy-Hiscock,"Murphy-Hiscock, Arin",,,,,,Simon and Schuster,New York,2017/09/19,2017,,,,Nature,"“For covens who prefer meeting outdoors, perhaps in a garden or a deep forest clearing, The Green Witch is a delightful guide to nature magic. It’s filled with practical recipes for herbal blends and potions, the properties of essential oils, and lots of ideas for healing and relaxation.” —Bustle  Discover the power of natural magic and healing through herbs, flowers, and essential oils in this guide to green witchcraft.At her core, the green witch is a naturalist, an herbalist, a wise woman, and a healer. She embraces the power of nature; she draws energy from the Earth and the Universe; she relies on natural objects like stones and gems to commune with the land she lives off of; she uses plants, flowers, oils, and herbs for healing; she calls on nature for guidance; and she respects every living being no matter how small. In The Green Witch, you will learn the way of the green witch, from how to use herbs, plants, and flowers to make potions and oils for everyday healing as well as how crystals, gems, stones, and even twigs can help you find balance within. You’ll discover how to find harmony in Earth’s great elements and connect your soul to every living creature. The green witch focuses on harmony, healing, and balance with the Earth, but also with humanity and yourself. This guide also contains easy-to-understand directions for herbal blends and potions, ritual suggestions, recipes for sacred foods, and information on how to listen to and commune with nature. Not only will you attune yourself to nature, but you will also embrace your own power. Learn about the world of the green witch and discover what the power of nature has in store for you.",,,,,,,,,,,256,,,5.51 x 0.91 x 7.52 in,,,English,,133.4/3,,,,9781507204719,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/04/09 15:57:40.087468028,,,,,,,,vkk1DwAAQBAJ,,0,0,0,,,
The Heracles of Euripides,,,,,"Euripides,Michael R. Halleran",Euripides,,,,,,Focus Information Group,"Cambridge, MA",,1988,,,,Drama,"Euripides' Heracles is an extraordinary play, innovative in its treatment of the myth, bold in its dramatic structure, and filled with affective human pathos. The play tells a tale of horror: Heracles, the greatest hero of the Greeks, is maddened by the gods to murder his wife and children. But this suffering and divine malevolence are leavened by the friendship between Heracles and Theseus, which allows the hero to survive this final and most painful labor. The Heracles raises profound questions about the gods and mortal values in a capricious and harsh world.  ​Includes essays on Euripides, performance, and interpretation of Myth, a list of suggested readings, notes, and a map.",,,,,,,,,,,92,,,0.35 x 5.47 x 8.66 in,,,English,,882/.01,,,,9780941051019,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/04/09 16:13:18.697929024,,,,,,,,YiVyAAAAIAAJ,,0,0,0,,,
The Hero of Ages,,Book Three of Mistborn,,,Brandon Sanderson,"Sanderson, Brandon",,,,,,Tor Publishing Group,,2019/11/26,2019,,,,Fiction,"Now with over 10 million copies sold, The Mistborn Series has the thrills of a heist story, the twistiness of political intrigue, and the epic scale of a landmark fantasy saga.Vin fulfilled the prophecy and released the power gathered in the Well of Ascension. But it was all a trick, and now the godlike being Ruin has been unleashed on the world, bent on its destruction by earthquake and Fire.Having escaped death only through becoming a Mistborn himself, Emperor Elend Venture now hopes to find clues left behind by the Lord Ruler that will help them fight back. Legends speak of a hero, but were any prophecies not corrupted? To make up for being duped, Vin must unravel the truth so she can become the Hero of Ages before Ruin can wipe out all life on the planet.Other Tor books by Brandon SandersonThe CosmereThe Stormlight Archive● The Way of Kings● Words of Radiance● Edgedancer (novella)● Oathbringer● Dawnshard (novella)● Rhythm of War● Wind and TruthThe Mistborn SagaThe Original Trilogy● Mistborn● The Well of Ascension● The Hero of AgesWax & Wayne● The Alloy of Law● Shadows of Self● The Bands of Mourning● The Lost MetalOther Cosmere novels● Elantris● Warbreaker● Tress of the Emerald Sea● Yumi and the Nightmare Painter● The Sunlit ManCollection● Arcanum Unbounded: The Cosmere CollectionAlcatraz vs. the Evil Librarians● Alcatraz vs. the Evil Librarians● The Scrivener's Bones● The Knights of Crystallia● The Shattered Lens● The Dark Talent● Bastille vs. the Evil Librarians (with Janci Patterson)Other novels● The Rithmatist● Legion: The Many Lives of Stephen Leeds● The Frugal Wizard’s Handbook for Surviving Medieval EnglandOther books by Brandon SandersonThe Reckoners● Steelheart● Firefight● Calamity● Lux (with Steven Michael Bohls)Skyward● Skyward● Starsight● Cytonic● Skyward Flight (with Janci Patterson)● Defiant",,,,,,,,,,,784,,,,,,English,,,,,,9781250318626,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/03/14 09:32:46.746793031,,,,,,,,sNfZwQEACAAJ,,0,0,0,,,
The Heroes of Olympus: Book Five,,The Blood of Olympus,,,Rick Riordan,"Riordan, Rick",,,,,,Disney-Hyperion,Los Angeles ;,,2014,,,,Greek mythology,"Though the Greek and Roman crewmembers of the Argo II have made progress in their many quests, they still seem no closer to defeating the earth mother, Gaea.  Her giants have risen-all of them-and they're stronger than ever.  They must be stopped before the Feast of Spes, when Gaea plans to have two demigods sacrificed in Athens.  She needs their blood-the blood of Olympus-in order to wake.   The demigods are having more frequent visions of a terrible battle at Camp Half-Blood.  The Roman legion from Camp Jupiter, led by Octavian, is almost within striking distance.  Though it is tempting to take the Athena Parthenos to Athens to use as a secret weapon, the friends know that the huge statue belongs back on Long Island, where it might be able to stop a war between the two camps.   The Athena Parthenos will go west; the Argo II will go east.  The gods, still suffering from multiple personality disorder, are useless.  How can a handful of young demigods hope to persevere against Gaea's army of powerful giants? As dangerous as it is to head to Athens, they have no other option.  They have sacrificed too much already.  And if Gaea wakes, it is game over.  There is an extensive Glossary at the end of the book.",,,,,,,,,,,516,,,,,,English,,[Fic],,,,9781423146735,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/03/14 11:24:30.159901022,,,,,,,,,,0,0,0,,https://covers.openlibrary.org/b/id/13012109-L.jpg,
The Histories,,,,,Herodotus,Herodotus,,,,,,Penguin Books,London,,1996,,,,History,"""The father of history,"" as Cicero called him, and a writer possessed of remarkable narrative gifts, enormous scope, and considerable charm, Herodotus has always been beloved by readers well-versed in the classics. Compelled by his desire to ""prevent the traces of human events from being erased by time,"" Herotodus recounts the incidents preceding and following the Persian Wars. He gives us much more than military history, though, providing the fullest portrait of the classical world of the 5th and 6th centuries. --Publisher.",,,,,,,,,,,622,,,5.16 x 1.06 x 7.87 in,,,English,,930,,,,9780140446388,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/07/12 09:07:18.340319991,,,,,,,,OgElAQAAMAAJ,,0,0,0,,,
The Hitchhiker's Guide to the Galaxy,,,,,Douglas Adams,"Adams, Douglas",,,,,,National Geographic Books,New York,1997/06/23,1997,,,,Fiction,"NEW YORK TIMES BESTSELLER • “Extremely funny . . . inspired lunacy . . . [and] over much too soon.”—The Washington Post Book WorldSOON TO BE A HULU SERIES • Now celebrating the pivotal 42nd anniversary of The Hitchhiker’s Guide to the Galaxy!Nominated as one of America’s best-loved novels by PBS’s The Great American ReadIt’s an ordinary Thursday morning for Arthur Dent . . . until his house gets demolished. The Earth follows shortly after to make way for a new hyperspace express route, and Arthur’s best friend has just announced that he’s an alien.After that, things get much, much worse.With just a towel, a small yellow fish, and a book, Arthur has to navigate through a very hostile universe in the company of a gang of unreliable aliens. Luckily the fish is quite good at languages. And the book is The Hitchhiker’s Guide to the Galaxy . . . which helpfully has the words DON’T PANIC inscribed in large, friendly letters on its cover.Douglas Adams’s mega-selling pop-culture classic sends logic into orbit, plays havoc with both time and physics, offers up pithy commentary on such things as ballpoint pens, potted plants, and digital watches . . . and, most important, reveals the ultimate answer to life, the universe, and everything.Now, if you could only figure out the question. . . .",,,,,,,,,,,208,,,5.39 x 0.51 x 8.27 in,,8.99 $,English,,823/.914,,,,9780345418913,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/07/06 15:24:21.819700956,,,,,,,,CgeNEAAAQBAJ,,0,0,0,,,
"The Hobbit, Or, There and Back Again",,,,,J. R. R. Tolkien,"Tolkien, J. R. R.",,,,,,Houghton Mifflin Harcourt,Boston,,2012,,,,Juvenile Fiction,"Now a major motion picture  A great modern classic and the prelude to THE LORD OF THE RINGS   Bilbo Baggins is a hobbit who enjoys a comfortable, unambitious life, rarely traveling any farther than his pantry or cellar. But his contentment is disturbed when the wizard Gandalf and a company of dwarves arrive on his doorstep one day to whisk him away on an adventure. They have launched a plot to raid the treasure hoard guarded by Smaug the Magnificent, a large and very dangerous dragon. Bilbo reluctantly joins their quest, unaware that on his journey to the Lonely Mountain he will encounter both a magic ring and a frightening creature known as Gollum.  “A glorious account of a magnificent adventure, filled with suspense and seasoned with a quiet humor that is irresistible . . . All those, young or old, who love a fine adventurous tale, beautifully told, will take The Hobbit to their hearts.” – New York Times Book Review",,,,,,,,,,,300,,,5.51 x 0.63 x 8.27 in,,,English,,[Fic],,,,9780547928227,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/05/28 20:07:17.908239006,,,,,,,,LLSpngEACAAJ,,0,0,0,,,
The House in the Cerulean Sea,,,,,TJ Klune,"Klune, TJ",,,,,,Tor Publishing Group,,2020/12/29,2020,,,,Fiction,"A NEW YORK TIMES, USA TODAY, and WASHINGTON POST BESTSELLER!A 2021 Alex Award winner!The 2021 RUSA Reading List: Fantasy Winner!An Indie Next Pick!One of Publishers Weekly's ""Most Anticipated Books of Spring 2020""One of Book Riot’s “20 Must-Read Feel-Good Fantasies”Lambda Literary Award-winning author TJ Klune’s bestselling, breakout contemporary fantasy that's ""1984 meets The Umbrella Academy with a pinch of Douglas Adams thrown in."" (Gail Carriger)A magical island. A dangerous task. A burning secret.Linus Baker leads a quiet, solitary life. At forty, he lives in a tiny house with a devious cat and his old records. As a Case Worker at the Department in Charge Of Magical Youth, he spends his days overseeing the well-being of children in government-sanctioned orphanages.When Linus is unexpectedly summoned by Extremely Upper Management he's given a curious and highly classified assignment: travel to Marsyas Island Orphanage, where six dangerous children reside: a gnome, a sprite, a wyvern, an unidentifiable green blob, a were-Pomeranian, and the Antichrist. Linus must set aside his fears and determine whether or not they’re likely to bring about the end of days.But the children aren’t the only secret the island keeps. Their caretaker is the charming and enigmatic Arthur Parnassus, who will do anything to keep his wards safe. As Arthur and Linus grow closer, long-held secrets are exposed, and Linus must make a choice: destroy a home or watch the world burn. An enchanting story, masterfully told, The House in the Cerulean Sea is about the profound experience of discovering an unlikely family in an unexpected place—and realizing that family is yours.",,,,,,,,,,,416,,,5.55 x 1.06 x 8.19 in,,,English,,,,,,9781250217318,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/04/09 15:57:40.109591007,,,,,,,,LyV8zQEACAAJ,,0,0,0,,,
